train_id,arrival_train_time,departuretime,train_station,train_line,train_type,distancetonext,durationofmovementinsec,dwell_timein_sec,civil speed limit,topspeedlimit
t003,04:57,05:09:27,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t003,05:09,05:12:57,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t003,05:13,05:16:27,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t003,05:16,05:19:57,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t003,05:20,05:23:27,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t003,05:23,05:26:57,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t003,05:27,05:30:27,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t003,05:30,05:33:57,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t003,05:34,05:37:27,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t003,05:37,05:40:57,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t003,05:41,05:44:27,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t003,05:44,05:47:57,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t003,05:48,05:51:27,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t003,05:51,05:54:57,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t003,05:55,05:58:27,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t003,05:58,06:01:57,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t003,06:02,06:05:27,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t003,06:05,06:08:57,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t003,06:09,06:12:27,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t003,06:12,06:15:57,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t003,06:16,06:19:27,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t003_R,06:34,06:47:24,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t003_R,06:47,06:50:54,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t003_R,06:51,06:54:24,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t003_R,06:54,06:57:54,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t003_R,06:58,07:01:24,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t003_R,07:01,07:04:54,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t003_R,07:05,07:08:24,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t003_R,07:08,07:11:54,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t003_R,07:12,07:15:24,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t003_R,07:15,07:18:54,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t003_R,07:19,07:22:24,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t003_R,07:22,07:25:54,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t004,05:07,05:19:27,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t004,05:19,05:22:57,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t004,05:23,05:26:27,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t004,05:26,05:29:57,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t004,05:30,05:33:27,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t004,05:33,05:36:57,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t004,05:37,05:40:27,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t004,05:40,05:43:57,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t004,05:44,05:47:27,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t004,05:47,05:50:57,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t004,05:51,05:54:27,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t004,05:54,05:57:57,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t004,05:58,06:01:27,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t004,06:01,06:04:57,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t004,06:05,06:08:27,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t004,06:08,06:11:57,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t004,06:12,06:15:27,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t004,06:15,06:18:57,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t004,06:19,06:22:27,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t004,06:22,06:25:57,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t004,06:26,06:29:27,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t004_R,06:44,06:57:24,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t004_R,06:57,07:00:54,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t004_R,07:01,07:04:24,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t004_R,07:04,07:07:54,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t004_R,07:08,07:11:24,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t004_R,07:11,07:14:54,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t004_R,07:15,07:18:24,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t004_R,07:18,07:21:54,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t004_R,07:22,07:25:24,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t004_R,07:25,07:28:54,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t004_R,07:29,07:32:24,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t004_R,07:32,07:35:54,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t005,04:57,05:00:00,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t005,05:00,05:03:30,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t005,05:04,05:07:00,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t005,05:07,05:10:30,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t005,05:11,05:14:00,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t005,05:14,05:17:30,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t005,05:18,05:21:00,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t005,05:21,05:24:30,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t005,05:25,05:28:00,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t005,05:28,05:31:30,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t005_R,05:47,05:50:00,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t005_R,05:50,05:53:30,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t005_R,05:54,05:57:00,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t005_R,05:57,06:00:30,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t005_R,06:01,06:04:00,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t005_R,06:04,06:07:30,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t005_R,06:08,06:11:00,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t005_R,06:11,06:14:30,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t005_R,06:15,06:18:00,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t005_R,06:18,06:21:30,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t005_R,06:22,06:25:00,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t005_R,06:25,06:37:57,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t005_R,06:38,06:41:27,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t005_R,06:41,06:44:57,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t005_R,06:45,06:48:27,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t005_R,06:48,06:51:57,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t005_R,06:52,06:55:27,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t005_R,06:55,06:58:57,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t005_R,06:59,07:02:27,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t005_R,07:02,07:05:57,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t005_R,07:06,07:09:27,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t005_R,07:09,07:12:57,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t005_R,07:13,07:16:27,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t006,05:07,05:10:00,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t006,05:10,05:13:30,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t006,05:14,05:17:00,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t006,05:17,05:20:30,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t006,05:21,05:24:00,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t006,05:24,05:27:30,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t006,05:28,05:31:00,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t006,05:31,05:34:30,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t006,05:35,05:38:00,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t006,05:38,05:41:30,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t006_R,05:57,06:00:00,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t006_R,06:00,06:03:30,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t006_R,06:04,06:07:00,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t006_R,06:07,06:10:30,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t006_R,06:11,06:14:00,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t006_R,06:14,06:17:30,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t006_R,06:18,06:21:00,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t006_R,06:21,06:24:30,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t006_R,06:25,06:28:00,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t006_R,06:28,06:31:30,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t006_R,06:32,06:35:00,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t006_R,06:35,06:47:57,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t006_R,06:48,06:51:27,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t006_R,06:51,06:54:57,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t006_R,06:55,06:58:27,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t006_R,06:58,07:01:57,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t006_R,07:02,07:05:27,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t006_R,07:05,07:08:57,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t006_R,07:09,07:12:27,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t006_R,07:12,07:15:57,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t006_R,07:16,07:19:27,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t006_R,07:19,07:22:57,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t006_R,07:23,07:26:27,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t007,04:57,05:00:00,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t007_R,05:15,05:18:30,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t007_R,05:19,05:22:00,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t007_R,05:22,05:25:30,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t007_R,05:26,05:29:00,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t007_R,05:29,05:32:30,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t007_R,05:33,05:36:00,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t007_R,05:36,05:39:30,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t007_R,05:40,05:43:00,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t007_R,05:43,05:46:30,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t007_R,05:47,05:50:00,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t007_R,05:50,05:53:30,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t007_R,05:54,05:57:00,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t007_R,05:57,06:00:30,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t007_R,06:01,06:04:00,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t007_R,06:04,06:07:30,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t007_R,06:08,06:11:00,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t007_R,06:11,06:14:30,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t007_R,06:15,06:18:00,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t007_R,06:18,06:21:30,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t007_R,06:22,06:25:00,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t007_R,06:25,06:37:57,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t007_R,06:38,06:41:27,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t007_R,06:41,06:44:57,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t007_R,06:45,06:48:27,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t007_R,06:48,06:51:57,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t007_R,06:52,06:55:27,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t007_R,06:55,06:58:57,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t007_R,06:59,07:02:27,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t007_R,07:02,07:05:57,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t007_R,07:06,07:09:27,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t007_R,07:09,07:12:57,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t007_R,07:13,07:16:27,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t008,05:07,05:10:00,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t008_R,05:25,05:28:30,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t008_R,05:29,05:32:00,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t008_R,05:32,05:35:30,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t008_R,05:36,05:39:00,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t008_R,05:39,05:42:30,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t008_R,05:43,05:46:00,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t008_R,05:46,05:49:30,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t008_R,05:50,05:53:00,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t008_R,05:53,05:56:30,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t008_R,05:57,06:00:00,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t008_R,06:00,06:03:30,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t008_R,06:04,06:07:00,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t008_R,06:07,06:10:30,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t008_R,06:11,06:14:00,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t008_R,06:14,06:17:30,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t008_R,06:18,06:21:00,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t008_R,06:21,06:24:30,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t008_R,06:25,06:28:00,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t008_R,06:28,06:31:30,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t008_R,06:32,06:35:00,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t008_R,06:35,06:47:57,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t008_R,06:48,06:51:27,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t008_R,06:51,06:54:57,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t008_R,06:55,06:58:27,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t008_R,06:58,07:01:57,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t008_R,07:02,07:05:27,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t008_R,07:05,07:08:57,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t008_R,07:09,07:12:27,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t008_R,07:12,07:15:57,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
